datetime,created_at,updated_at,timestamp,zone_name,carbon_intensity_avg,carbon_intensity_direct_avg,carbon_intensity_production_avg,carbon_intensity_discharge_avg,carbon_intensity_import_avg,total_production_avg,total_storage_avg,total_discharge_avg,total_import_avg,total_export_avg,total_consumption_avg,production_sources,power_origin_percent_fossil_avg,power_origin_percent_renewable_avg,power_production_percent_fossil_avg,power_production_percent_renewable_avg,power_production_nuclear_avg,power_production_geothermal_avg,power_production_biomass_avg,power_production_coal_avg,power_production_wind_avg,power_production_solar_avg,power_production_hydro_avg,power_production_gas_avg,power_production_oil_avg,power_production_unknown_avg,power_consumption_nuclear_avg,power_consumption_geothermal_avg,power_consumption_biomass_avg,power_consumption_coal_avg,power_consumption_wind_avg,power_consumption_solar_avg,power_consumption_hydro_avg,power_consumption_gas_avg,power_consumption_oil_avg,power_consumption_unknown_avg,power_consumption_battery_discharge_avg,power_consumption_hydro_discharge_avg,power_net_discharge_battery_avg,power_net_discharge_hydro_avg,power_net_import_BE_avg,carbon_intensity_exchange_BE_avg,power_net_import_FR_avg,carbon_intensity_exchange_FR_avg,power_net_import_GB-NIR_avg,carbon_intensity_exchange_GB-NIR_avg,power_net_import_GB-ORK_avg,carbon_intensity_exchange_GB-ORK_avg,power_net_import_IE_avg,carbon_intensity_exchange_IE_avg,power_net_import_NL_avg,carbon_intensity_exchange_NL_avg,power_net_import_NO-NO2_avg,carbon_intensity_exchange_NO-NO2_avg,latest_forecasted_wind_x_avg,latest_forecasted_wind_y_avg,latest_forecasted_solar_avg,latest_forecasted_temperature_avg,latest_forecasted_dewpoint_avg,latest_forecasted_precipitation_avg,latest_forecasted_price_avg,latest_forecasted_production_avg,latest_forecasted_consumption_avg,latest_forecasted_power_net_import_BE_avg,latest_forecasted_power_net_import_FR_avg,latest_forecasted_power_net_import_GB-NIR_avg,latest_forecasted_power_net_import_GB-ORK_avg,latest_forecasted_power_net_import_IE_avg,latest_forecasted_power_net_import_NL_avg,latest_forecasted_power_net_import_NO-NO2_avg,latest_forecasted_production_solar_avg,latest_forecasted_production_wind_avg
2021-06-01T00:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-24T21:16:04.920097+00:00,1622505600,GB,172.95,112.93,189.34,,51.63,19047,0,0,2572.42,0,21619.42,bmreports.com,29.96,36.42,33.15,38.18,5459,,1538,0,5641.5,5.5,88,6180,0,135,7267.5,0,1596.17,1.75,5886.02,5.5,369.68,6303.89,5.11,183.7,0,0.1,,0,699,120.03,1855,26.22,,,16.42,13,0,,0,,2,25.48,-3.22,3.61,45.2,284.06,281.97,0.01,,20089,20551,694,1868,,,0,0,,0,7925
2021-06-01T01:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-24T21:16:04.920097+00:00,1622509200,GB,169.89,110.5,186.02,,52.03,18790,0,0,2572.58,0,21362.58,bmreports.com,29.31,36.61,32.44,38.51,5458.5,,1527,0,5615,5,89,5963.5,0,132,7280.42,0,1585.39,1.8,5853.42,5,359.98,6092.46,5.19,178.82,0,0.1,,0,700,120.73,1854,26.46,,,16.58,13,0,,0,,2,25.5,-3.19,3.72,0,283.96,281.9,0,,19900,20264,695,1867,,,0,0,,0,7773
2021-06-01T02:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-24T21:19:39.711021+00:00,1622512800,GB,168.88,109.21,185.22,,51.8,18443.5,0,0,2573.42,90,20926.92,bmreports.com,28.97,36.38,32.12,38.31,5454,,1556,0,5421,0,89,5787.5,0,136,7251.37,0,1607.69,1.81,5631.47,0,360.54,5890.5,5.2,178.25,0,0.1,,0,700,119.78,1858,26.49,,,13.42,13,-90,169.74,0,,2,25.39,-3.05,3.75,0,283.9,281.9,0,,19626,20004,695,1866,,,-91,0,,0,7620
2021-06-01T03:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-24T21:20:26.963170+00:00,1622516400,GB,169.97,109.89,186.39,,53.46,18249,0,0,2572.92,13,20808.92,bmreports.com,29.15,35.92,32.3,37.82,5453,,1560,0,5251,1,89,5758,0,137,7268.47,0,1616.72,1.82,5475.89,1.51,368.43,5890.34,5.16,180.5,0,0.08,,0,699,126.96,1859,26.13,,,12.92,13,-13,171.46,0,,2,25.46,-2.89,3.78,0.01,283.82,281.8,0,,19285,19785,694,1869,,,-14,0,,0,7314
2021-06-01T04:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-24T21:19:44.429092+00:00,1622520000,GB,174.97,113.36,192.68,,54.69,17911.5,0,0,2639.86,59,20492.36,bmreports.com,30.04,34.49,33.43,36.1,5456.5,,1571,0,4627.5,179,89,5851,0,137.5,7268.3,0,1622.81,1.87,4840.78,196.68,391.29,5978.18,5.26,187.1,0,0.08,,0,713.75,122.3,1907,29.79,,,17.11,13,-59,170.3,0,,2,25.65,-2.8,3.71,1.3,283.8,281.93,0,,19571,20649,708,1921,,,-54,0,,215,6667
2021-06-01T05:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-24T21:19:39.711021+00:00,1622523600,GB,216.8,145.34,234.02,,60.9,21108,0,0,2329.3,47,23390.3,bmreports.com,38.75,31.23,42.15,31.97,5463,,1722.5,0,3909.5,937.5,179.5,8755.5,0,140.5,7021.3,0,1769.47,1.55,4078.97,993.17,443.95,8880.24,4.35,192.6,0,4.7,,0,707.5,128.49,1604,31.6,,,15.8,13,-47,225.73,0,,2,25.38,-2.71,3.65,10.84,284.05,282.14,0.01,,22094,25389,702,1623,,,-56,0,,986,6072
2021-06-01T06:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-24T21:20:26.963170+00:00,1622527200,GB,242.56,163.1,260.74,,64.61,25557,0,0,2610.14,321,27846.14,bmreports.com,43.6,30.9,47.21,31.39,5470,,2241.5,0,3363.5,2145,272,11919,0,146,7098.27,0,2271.91,1.58,3457.26,2282.85,553.15,11943.07,4.5,206.42,0,27.14,,0,846.5,134.17,1748,31.38,,,13.64,13,-321,243.14,0,,2,25.3,-2.54,3.56,32.76,284.61,282.43,0.01,,28695,30769,839,1768,,,-321,0,,2127,5487
2021-06-01T07:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-24T21:19:44.429092+00:00,1622530800,GB,246.98,165.75,265.93,252.57,68.64,28298.5,0,430.5,3021,524,31226,bmreports.com,43.53,33.23,47.19,33.77,5469,,2452.5,0,2865,3620,335.5,13315.5,0,241,7256.69,0,2477.48,4.61,2928.74,3878.82,614.38,13291.57,4.95,304.37,0,464.37,,430.5,1022.5,138.37,1984,33.1,,,12.5,13,-524,246.97,0,,2,25.46,-2.5,3.63,255.11,285.17,282.67,0,,30652,33215,1012,2014,,,-521,0,,3680,5157
2021-06-01T08:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-24T21:16:04.920097+00:00,1622534400,GB,237.23,157.13,254.17,252.57,69.6,29791.5,0,161.5,3025.15,536,32442.15,bmreports.com,41.73,36.05,45.05,36.72,5460,,2499,0,2643.5,5360,337,13290.5,0,201.5,7208.89,0,2523.33,3.37,2700.79,5695.88,599.14,13274.14,4.75,266.41,0,165.45,,161.5,1023,137.39,1988,35.11,,,12.15,13,-536,237.26,0,,2,25.45,-2.37,3.58,317.32,285.68,282.86,0.01,,32279,34075,1012,2014,,,-530,0,,5324,5076
2021-06-01T09:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-24T21:19:44.429092+00:00,1622538000,GB,227.63,149.74,243.42,252.57,67.33,30525.5,0,118,3025.09,536,33132.59,bmreports.com,39.9,38.43,43.01,39.16,5461.5,,2312,0,2430,6875,265.5,13029.5,0,152,7180.77,0,2339.12,3.48,2494.42,7255.25,515.02,13009.86,4.7,212.88,0,117.08,,118,1023,128.63,1988,36,,,11.09,13,-536,227.64,1,320.13,2,25.46,-2.41,3.49,379.04,286.16,283.07,0.01,,33706,34458,1012,2014,,,-530,0,,6694,5162
2021-06-01T10:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-24T21:19:44.429092+00:00,1622541600,GB,216.11,139.01,230.77,,66.12,30934.5,0,0,3022.05,536,33420.55,bmreports.com,37.2,41.37,40.05,42.23,5481,,2516.5,0,2265,8105,178.5,12246.5,0,142,7162.2,0,2539.87,3.39,2353.44,8499.16,425.42,12230.17,4.6,202.2,0,0.09,,0,1023,124.91,1988,36.15,,,9.05,13,-536,216.12,0,,2,25.54,-2.08,3.31,438.25,286.43,283.05,0.02,,34291,35362,1012,2014,,,-530,0,,7763,5565
2021-06-01T11:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-24T21:20:26.963170+00:00,1622545200,GB,209.93,133.94,223.9,,64.78,31382,0,0,3020.17,536,33866.17,bmreports.com,35.84,43.11,38.55,44.05,5461.5,,2525,0,2407.5,8725.5,166,11954.5,0,142,7127.87,0,2547.68,1.69,2506.74,9117.15,419.52,11937.95,4.56,201.48,0,1.52,,0,1023,122.04,1988,35.55,,,7.17,13,-536,209.94,0,,2,25.48,-2.02,2.93,490.19,286.65,283.06,0.02,,35393,35884,1012,2014,,,-530,0,,8424,6030
2021-06-01T12:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-24T21:20:26.963170+00:00,1622548800,GB,203.37,129.43,216.96,,64.32,30880,0,0,3019.14,536,33363.14,bmreports.com,34.62,44.05,37.26,45.1,5448.5,,2365,0,2773,8662.5,126,11364,0,141,7115.88,0,2389.65,1.8,2873.93,9042.15,376.69,11351.87,4.61,198.9,0,7.67,,0,1023,123.64,1988,34,,,6.14,13,-536,203.36,0,,2,25.41,-2.12,2.68,531.52,286.94,283.21,0.03,,35781,35501,1012,2014,,,-530,0,,8481,6324
2021-06-01T13:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-24T21:19:44.429092+00:00,1622552400,GB,199.41,126.77,213.13,,63.88,29758.5,0,0,3013,539.29,32232.21,bmreports.com,33.91,43.98,36.57,45.13,5446,,2239.5,0,3005.5,8080,104,10741,0,142.5,7125.94,0,2265.24,1.73,3111.71,8427.81,357.79,10728.66,4.67,195.51,0,13.15,,0,1023,123.2,1988,33.4,,,-3.29,176.51,-536,199.41,0,,2,25.45,-2.11,2.32,759.43,286.99,283.08,0,,34924,34854,1012,2014,,,-530,0,,7948,6730
2021-06-01T14:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-24T21:19:48.997462+00:00,1622556000,GB,202.66,128.66,216.84,,65.58,29138.5,0,0,3013,543.91,31607.59,bmreports.com,34.42,42.92,37.15,44.12,5458.5,,2459.5,0,3287.5,7000,109,10683,0,141,7163.45,0,2483.26,1.87,3386.18,7302.38,382.98,10678.38,4.88,193.97,0,10.26,,0,1023,128.03,1988,33.48,,,-7.91,202.63,-536,202.67,0,,2,25.39,-2.16,2.03,741.9,287.08,283.16,0.01,,34480,34397,1012,2014,,,-530,0,,7027,7182
2021-06-01T15:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-24T21:19:48.997462+00:00,1622559600,GB,216.28,140.09,231.09,,73.8,29177.5,0,0,3034,539.91,31671.59,bmreports.com,37.44,39.94,40.32,40.99,5453,,2518.5,0,3632,5695,114,11602,0,163,7165.69,0.01,2543.66,6.55,3725.02,5932.26,415.84,11625.39,5.07,219.46,0,32.65,,0,1044,144.63,1988,36.65,,,-9.91,216.62,-530,216.19,0,,2,25.46,-2.22,1.59,713.99,287.25,283.2,0.02,,34226,34912,1032,2014,,,-519,0,,5739,7568
2021-06-01T16:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-24T21:19:39.711021+00:00,1622563200,GB,229.57,151.89,245,252.57,77.31,29690,0,135.5,3031.25,340.93,32515.82,bmreports.com,40.45,37.19,43.46,38.27,5451,,2524.5,0,4311,4135,306.5,12791,0,171,7269.88,0,2565.14,2.03,4416.85,4314.24,643.85,12921.55,5.07,225.35,0,151.85,,135.5,1043.25,149.03,1986,39.68,,,-8.93,229.4,-332,229.23,0,,2,25.68,-2.3,1.16,672.44,287.15,283.39,0.04,,33282,34828,1032,2014,,,-321,0,,4167,7737
2021-06-01T17:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-24T21:19:39.711021+00:00,1622566800,GB,234.31,156.7,252.74,252.57,75.79,28853,0,423.5,3403.5,161.47,32518.53,bmreports.com,41.29,35.32,44.84,36.53,5453,,2521,0,4852.5,2495,405.5,12936,0,190,7604.12,0,2575.47,2.3,4990.7,2594.24,853.12,13162.03,30.74,234.25,0,471.57,,423.5,861.5,163.37,2540,46.13,,,-7.47,234.32,-154,234.5,0,,2,25.74,-2.42,0.7,622.16,286.95,283.48,0.05,,31978,33774,852,2799,,,-153,0,,2602,7904
2021-06-01T18:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-24T21:19:44.429092+00:00,1622570400,GB,237.67,159.91,260.69,252.57,79.14,27507,0,433,4033.25,148.17,31825.08,bmreports.com,42.14,32.49,46.56,33.93,5452.5,,2520.5,0,4952,1208,367.5,12841,0,165.5,8073.65,0,2588.99,2.77,5118.88,1250.05,889.61,13142.28,48.56,217.63,0,492.67,,433,1043.25,167.77,2988,48.24,,,-9.17,237.93,-139,238.89,0,,2,25.77,-2.48,0.3,567.54,286.65,283.5,0.07,,30865,32559,1032,3014,,,-142,0,,1333,8129
2021-06-01T19:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-24T21:19:44.429092+00:00,1622574000,GB,239.93,162.18,263.03,252.57,71.78,27130,0,32.5,3728.75,249.99,30641.26,bmreports.com,43.33,30.85,47.85,32.03,5464.5,,2527,0,5467,285.5,388.5,12816,0,181.5,7912.17,0,2583.44,2.56,5635.77,295.52,851.89,13035.27,7.36,230.4,0,86.89,,32.5,1001.75,172.46,2725,34.8,,,-9.99,239.96,-240,240.02,0,,2,25.62,-2.56,0,171.1,286.21,283.4,0.01,,30522,30753,991,2739,,,-238,0,,397,8998
2021-06-01T20:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-24T21:19:39.711021+00:00,1622577600,GB,222.82,149,243.68,,73.94,25966,0,0,3639.5,215.42,29390.08,bmreports.com,39.88,33.52,43.94,35,5468.5,,2457,0,6362.5,6,263.5,11266,0,142.5,7818.55,0,2513.43,3.92,6582.25,11.2,703.01,11520.37,6.74,188.66,0,41.94,,0,941.5,176.65,2696,38.11,,,-7.42,223.3,-208,221.49,0,,2,25.5,-2.71,-0.17,118.45,285.55,283.06,0.03,,29032,29581,932,2713,,,-208,0,,0,9786
2021-06-01T21:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-24T21:16:04.920097+00:00,1622581200,GB,214.15,142.34,232.43,252.57,73.77,24741.5,0,13,3225.25,185.49,27794.26,bmreports.com,38.04,34.81,41.58,36.34,5465,,2329.5,0,6493,0.5,160,10149.5,0,144,7544.66,0,2381.34,5.08,6723.29,0.5,523.69,10377.62,6,184.53,0,47.55,,13,796.25,182.99,2427,37.98,,,-5.49,214.58,-180,213.99,0,,2,25.41,-2.97,-0.26,82.05,285.03,282.61,0.03,,27312,27871,789,2444,,,-180,0,,0,10358
2021-06-01T22:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-24T21:19:39.711021+00:00,1622584800,GB,195.26,131.49,212.03,252.57,61.6,21951,0,22.5,2759.25,64.93,24667.82,bmreports.com,35.09,35.09,38.43,36.63,5481,,1508,0,6371.5,1.5,144.5,8300.5,0,144,7355.98,0,1562.94,1.34,6604.7,1.5,452.42,8478.86,4.69,172.2,0,33.2,,22.5,700.25,144.81,2057,33.31,,,-0.93,161.82,-64,203.54,0,,2,24.9,-3.1,-0.15,61.73,284.74,282.55,0.04,,23595,24377,695,2065,,,-57,0,,0,10339
2021-06-01T23:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-24T21:19:44.429092+00:00,1622588400,GB,166.08,108.27,182.11,,52.6,19514.5,0,0,2756.76,0,22271.26,bmreports.com,28.83,37.69,31.95,39.86,5502.5,,1443.5,0,6238.5,0.5,95.5,6090.5,0,143.5,7457.07,0,1503.12,1.19,6496.88,0.5,392.33,6245.7,4.71,169.67,0,0.09,,0,700,122.28,2054,28.9,,,0.76,13,0,,0,,2,24.65,-3.29,-0.13,49.38,284.55,282.46,0.04,,21915,22250,695,2066,,,0,0,,0,10253
2021-06-02T00:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-24T21:19:44.429092+00:00,1622592000,GB,167.86,109.32,184.98,,50.3,18937,0,0,2757.96,0,21694.96,bmreports.com,29.08,36.33,32.4,38.45,5519.5,,1456.5,0,5745.5,7.5,72,5993.5,0,142.5,7503.27,0,1516.67,1.19,5984.6,7.5,369.39,6136.75,4.77,170.71,0,0.09,,0,700,120.82,2052,26.34,,,3.96,13,0,,0,,2,24.43,-3.58,-0.09,41.05,284.42,282.24,0.05,,19286,21778,695,2065,,,0,0,,0,8850
2021-06-02T01:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-24T21:20:26.963170+00:00,1622595600,GB,166.05,107.44,183.24,,51.06,18449.5,0,0,2758.49,0,21207.99,bmreports.com,28.54,35.96,31.85,38.16,5533.5,,1491.5,0,5481.5,3.5,63,5734.5,0,142,7528.27,0,1551.82,1.18,5704.9,3.5,359.7,5878.38,4.86,175.27,0,0.09,,0,700,124.17,2050,26.24,,,6.49,13,0,,0,,2,24.59,-3.62,0.08,0,284.24,282.34,0.01,,19098,21281,695,2064,,,0,0,,0,8520
2021-06-02T02:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-05-24T21:19:44.429092+00:00,1622599200,GB,162.76,104.46,179.62,,51.87,18176.5,0,0,2762.84,0,20939.34,bmreports.com,27.69,36.26,30.91,38.63,5537,,1541,0,5417.5,0,63,5475,0,143,7547.63,0,1600.8,1.25,5624,0,358.66,5618.81,4.91,183.19,0,0.09,,0,700,127.31,2050,26.16,,,9.84,13,0,,1,379.25,2,24.71,-3.7,0.18,0,284.2,282.32,0.04,,18968,20849,695,2062,,,0,0,,0,8165
2021-06-02T03:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-24T21:16:04.920097+00:00,1622602800,GB,157.84,99.89,174.23,,52.11,17857,0,0,2768.44,28,20597.44,bmreports.com,26.42,36.96,29.5,39.49,5538,,1622.5,0,5364,1.5,63,5126.5,0,141.5,7542.76,0,1679.66,1.19,5549.61,1.87,367.96,5263.01,4.93,186.37,0,0.1,,0,700,128.91,2052,26.04,,,13.44,13,-28,157.82,1,372.04,2,24.73,-3.81,0.29,0.01,284.14,282.08,0.08,,18992,20551,695,2065,,,0,0,,0,7783
2021-06-02T04:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-24T21:19:48.997462+00:00,1622606400,GB,155.84,98.22,171.95,,50.88,17969,0,0,2758.2,54,20673.2,bmreports.com,25.99,37.68,29.02,40.16,5538,,1607.5,0,5341,173,95.5,5071.5,0,142.5,7510.71,0,1660.16,1.01,5507.56,190.16,421.07,5190.32,4.81,186.77,0,0.63,,0,699.25,121.42,2046,27,,,10.95,13,-54,156.32,0,,2,24.84,-3.57,0.31,1.36,284.05,282.17,0.13,,19528,21277,694,2059,,,0,0,,210,7731
2021-06-02T05:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-24T21:20:26.963170+00:00,1622610000,GB,178.24,116.76,197.21,,53.25,20664,0,0,3133.69,138,23659.69,bmreports.com,31.03,36.5,34.75,38.45,5538.5,,1560,0,5374,885,126.5,7039,0,141,7682.08,0,1613.98,1.06,5514.21,943.61,532.52,7152.71,5.23,195.7,0,18.59,,0,795.75,125.83,2323,28.64,,,12.94,13,-138,179.91,0,,2,24.48,-3.6,0.28,10.7,284.28,282.4,0.19,,23511,25857,789,2341,,,0,0,,933,7726
2021-06-02T06:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-24T21:19:39.711021+00:00,1622613600,GB,199.72,133.41,220.46,,55.73,24552,0,0,3535.87,352,27735.87,bmreports.com,35.58,36.14,39.72,37.69,5545.5,,1668,0,5398.5,1995,192,9611,0,142,7841.65,0,1716.32,3.32,5460.63,2138.8,655.86,9670.98,5.66,202.36,0,40.28,,0,895.75,131.07,2625,30.26,,,13.12,13,-352,199.81,0,,2,24.16,-3.75,0.48,31.75,284.87,282.77,0.2,,28002,30721,888,2643,,,0,0,,2045,7631
2021-06-02T07:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-24T21:19:44.429092+00:00,1622617200,GB,218.12,147.19,233.04,252.57,66.05,27864.5,0,426,2829.63,524,30596.13,bmreports.com,38.46,37.77,41.48,38.91,5548.5,,1751,0,5120.5,3425,285,11463,0,271.5,7271.53,0.01,1782.52,4.22,5110.34,3625.84,579.82,11441.02,4.05,330.45,0,446.34,,426,948,138.72,1868,29.37,,,10.63,13,-524,218.13,1,333.45,2,23.83,-3.96,0.63,242.94,285.46,283.07,0.07,,30615,32309,938,1852,,,0,0,,3467,7578
2021-06-02T08:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-24T21:20:26.963170+00:00,1622620800,GB,211.59,141.73,224.61,252.57,66.84,29654.5,0,511.5,2812.75,528,32450.75,bmreports.com,36.94,40.8,39.61,42,5546,,1736.5,0,5279.5,4810,331.5,11683,0,268,7223.83,0.01,1769.73,8.67,5266.04,5090.08,591.17,11658.84,4.13,326.28,0,511.97,,511.5,948,141.16,1852,29.15,,,10.75,13,-528,211.54,0,,2,23.76,-4.14,0.88,299.29,286.02,283.3,0.12,,32247,33321,938,1852,,,0,0,,4963,7715
2021-06-02T09:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-24T21:19:39.711021+00:00,1622624400,GB,200.45,132.46,212.81,252.57,64.56,30863.5,0,17,2812.46,536,33156.96,bmreports.com,35.28,43.01,37.8,44.23,5551.5,,1741,0,5627.5,6035,237,11468,0,203.5,7196.56,0.01,1773.51,8.2,5611.8,6360.22,485.53,11439.19,4.04,258.13,0,19.76,,17,948,132.37,1852,30.19,,,10.46,13,-536,200.46,0,,2,23.66,-4.33,1.21,355.74,286.54,283.62,0.2,,33615,34323,938,1852,,,0,0,,6311,7850
2021-06-02T10:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-24T21:19:44.429092+00:00,1622628000,GB,191.63,125.23,203.28,,63.39,31001,0,0,2814.25,536,33279.25,bmreports.com,33.37,45.14,35.72,46.41,5539.5,,1714.5,0,5705.5,6820,147.5,10876.5,0,197.5,7151.76,0.01,1747.09,8.3,5701.73,7167.53,390.46,10856.88,4.02,247.51,0,3.96,,0,947,126.81,1853,31.2,,,11.25,13,-536,191.64,1,300.66,2,23.57,-4.5,1.47,405.4,286.9,283.71,0.23,,35075,35022,937,1852,,,0,0,,7282,8397
2021-06-02T11:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-24T21:16:04.920097+00:00,1622631600,GB,189.74,123.92,201.48,,60.49,31022,0,0,2818.7,523,33317.7,bmreports.com,33.07,45.42,35.43,46.72,5538.5,,1695,0,5843.5,6785,169.5,10823.5,0,167,7166.46,0.01,1723.87,5.22,5849.45,7129.36,416.2,10804.95,3.91,218.19,0,0.08,,0,948,123.42,1854,28.72,,,14.7,13,-523,189.69,0,,2,23.32,-4.51,1.79,451.93,287.21,283.92,0.31,,35980,35817,938,1852,,,0,0,,7735,9047
2021-06-02T12:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-24T21:20:26.963170+00:00,1622635200,GB,185.2,120.64,196.32,,62.56,31015.5,0,0,2814.6,537,33293.1,bmreports.com,32.22,46.22,34.47,47.68,5537,,1728,0,6716,6265,79,10551.5,0,139,7178.03,0.01,1755.83,4.23,6707.08,6601.62,309.67,10534.18,3.9,198.47,0,0.08,,0,948,129.65,1853,28.6,,,13.6,13,-536,185.2,0,,-1,185.07,-4.43,2.09,487.81,287.4,284,0.4,,36233,35303,938,1851,,,0,0,,7693,9460
2021-06-02T13:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-24T21:16:04.920097+00:00,1622638800,GB,186.18,121.73,197.97,,60.9,29936.5,0,0,2816.02,538,32214.52,bmreports.com,32.5,45.19,34.88,46.64,5533,,1730.5,0,6834,5320,78,10300.5,0,140.5,7188.59,0.01,1760.68,3.6,6823.65,5640.22,316.72,10278.98,3.93,198.14,0,0,,0,948,126.82,1852,27.57,,,16.02,13,-536,186.19,0,,-2,186.19,-4.26,2.36,680.18,287.39,284.03,0.1,,35838,34660,938,1851,,,0,0,,7157,9716
2021-06-02T14:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-24T21:20:26.963170+00:00,1622642400,GB,190.27,125.26,202.89,,58.9,29339,0,0,2817.78,489,31667.78,bmreports.com,33.45,43.75,35.99,45.15,5533,,1734.5,0,6855.5,4570,87.5,10414,0,144.5,7222.24,0.01,1768.81,3.4,6870.3,4858.97,339.46,10403.74,4.04,196.8,0,0.01,,0,948,121.05,1852,27.35,,,16.78,13,-487,190.07,1,328.19,-2,190.27,-3.96,2.22,646.03,287.5,284.12,0.21,,34881,34049,938,1851,,,0,0,,6216,9776
2021-06-02T15:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-05-24T21:19:44.429092+00:00,1622646000,GB,200.59,134.01,214.33,252.57,61.89,29106,0,213,2965.44,431,31853.44,bmreports.com,35.46,41.44,38.26,42.86,5534.5,,1730.5,0,6772.5,3610,239,11059,0,160.5,7357.38,0.01,1771.76,3.66,6819.95,3854.69,525.02,11090.06,4.37,214.66,0,211.87,,213,997.25,129.23,1952,27.9,,,16.19,13,-429,200.18,0,,-2,200.55,-3.85,1.99,643.34,287.62,284.34,0.29,,33521,34368,987,1951,,,0,0,,4935,9652
2021-06-02T16:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-05-24T21:20:26.963170+00:00,1622649600,GB,208.7,141.38,222.17,252.57,65.86,28782.5,0,1062.5,3041.6,448,32438.6,bmreports.com,36.01,41.15,38.79,42.67,5532.5,,1727.5,0,7033.5,2470,441.5,11297,0,280.5,7407.95,0,1770.61,3.62,7082.2,2645.37,765.31,11353.58,4.49,336.98,0,1068.49,,1062.5,1023.25,139.93,2000,28.45,,,18.35,13,-446,208.55,0,,-2,208.69,-3.61,1.97,587.48,287.18,284.36,0.5,,32157,34625,1012,2000,,,0,0,,3446,9679
2021-06-02T17:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-05-24T21:16:04.920097+00:00,1622653200,GB,222.55,153.12,237.74,252.57,68.44,28593.5,0,1124.5,3038.34,409,32347.34,bmreports.com,38.86,38.23,41.91,39.47,5533.5,,1735,0,7031,1355,487.5,12065,0,386.5,7406.57,0.01,1781.38,6.28,7091.3,1449.94,864.61,12132.18,4.56,449.86,0,1160.65,,1124.5,1016,146.52,2002,29.38,,,20.34,13,-407,222.36,0,,-2,222.56,-3.51,1.76,561.6,287.14,284.37,0.5,,31039,33811,1005,3014,,,0,0,,2138,9686
2021-06-02T18:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-05-24T21:19:39.711021+00:00,1622656800,GB,235.22,163.39,251.54,252.57,67.06,28154.5,0,854.5,2819.77,200,31628.77,bmreports.com,42.04,34.68,45.26,35.65,5537,,1731,0,6721.5,590,446.5,12780,0,348.5,7360.01,0.01,1785.47,8.54,6819.12,626.22,805.51,12896.53,4.46,407.61,0,915.28,,854.5,948,141.17,1852,29.7,,,19.77,13,-198,235.11,0,,-2,235.23,-3.32,1.65,512.75,286.8,284.33,0.6,,29993,33547,938,2792,,,0,0,,1077,9501
